scene_id,scene_name,difficulty_bin,boundary_bin,difficulty_label,boundary_label,pixel_count,gain_ntdpl_rmse,extra_gain_rmse,gain_ntdpl_sam,extra_gain_sam
14,superballs,3,3,Q4,Q4,24138,0.002446383237838745,0.002455357229337096,1.2600979804992676,1.0439751148223877
15,thread_spools,0,0,Q1,Q1,39104,0.0013898710021749139,0.0015343070263043046,9.738591194152832,9.792474746704102
15,thread_spools,0,1,Q1,Q2,15628,0.0010255257366225123,0.0009909996297210455,3.9364988803863525,3.813699960708618
15,thread_spools,0,2,Q1,Q3,9505,0.0002465143916197121,0.0002993926464114338,2.11604642868042,1.8198795318603516
15,thread_spools,0,3,Q1,Q4,1299,-0.001274840091355145,-0.0008690236136317253,-0.25831592082977295,-0.3338499963283539
15,thread_spools,1,0,Q2,Q1,18324,0.0027154590934515,0.002680923556908965,11.596759796142578,11.120363235473633
15,thread_spools,1,1,Q2,Q2,28666,0.002541492460295558,0.0025015322025865316,8.522214889526367,8.51025390625
15,thread_spools,1,2,Q2,Q3,16253,0.0016349547076970339,0.0015993551351130009,5.302388668060303,5.22799015045166
15,thread_spools,1,3,Q2,Q4,2293,-0.00038145389407873154,-0.00018622796051204205,0.4942252039909363,0.4572075605392456
15,thread_spools,2,0,Q3,Q1,7074,0.003835344919934869,0.003324908437207341,15.778782844543457,13.104119300842285
15,thread_spools,2,1,Q3,Q2,17052,0.0026253247633576393,0.002306458307430148,6.817204475402832,6.299187660217285
15,thread_spools,2,2,Q3,Q3,22755,0.001528164022602141,0.0012083336478099227,2.539344072341919,2.175198793411255
15,thread_spools,2,3,Q3,Q4,18655,4.846370575251058e-05,4.3949396058451384e-05,0.31190434098243713,0.24934931099414825
15,thread_spools,3,0,Q4,Q1,1034,0.007769984193146229,0.006321593653410673,18.969486236572266,16.62234878540039
15,thread_spools,3,1,Q4,Q2,4190,0.004919107537716627,0.004155483562499285,4.100100517272949,3.3742518424987793
15,thread_spools,3,2,Q4,Q3,17023,0.0030771885067224503,0.002638577250763774,1.794620394706726,1.483542799949646
15,thread_spools,3,3,Q4,Q4,43289,0.0019784048199653625,0.0018541369354352355,0.7337257266044617,0.6463424563407898
