scene_id,scene_name,mask_seed,missing_rate,method_name,degree,lambda_reg,polycal_fit_time_sec,fit_time_sec,RMSE_all,RMSE_missing,SAM_all,SAM_missing,NMSE_dB_all
4,chart_and_stuffed_toy,0,0.5,tucker_polycal_p3,3,1e-06,0.48951060001854785,516.1492077000148,0.026942001655697823,0.027160022407770157,14.334253306694606,13.823780793448014,-20.786306382815255
4,chart_and_stuffed_toy,0,0.5,tucker_polycal_p4,4,1e-06,0.5889506000094116,516.2486477000057,0.02693294920027256,0.02715090475976467,14.229410651712291,13.704421697289856,-20.789225540268916
4,chart_and_stuffed_toy,1,0.5,tucker_polycal_p2,2,1e-06,0.34493400002247654,487.5873034000397,0.02707335352897644,0.027289878576993942,14.493675451818614,14.045142668804283,-20.74406272715933
4,chart_and_stuffed_toy,1,0.5,tucker_polycal_p3,3,1e-06,0.35129419999429956,487.5936636000115,0.026954863220453262,0.02716938406229019,14.06921469655301,13.562806881756714,-20.78216135140895
4,chart_and_stuffed_toy,1,0.5,tucker_polycal_p4,4,1e-06,0.4406541000062134,487.6830235000234,0.02695004642009735,0.02716391161084175,13.996298088150851,13.479392790719658,-20.78371327622534
4,chart_and_stuffed_toy,2,0.5,tucker_polycal_p2,2,1e-06,0.3431284000107553,551.1391775000156,0.027081560343503952,0.027302075177431107,15.138073727870236,14.620650947352004,-20.741430425095615
4,chart_and_stuffed_toy,2,0.5,tucker_polycal_p3,3,1e-06,0.4060462999914307,551.2020953999963,0.02696940489113331,0.02718711830675602,14.742585552545412,14.178539535539647,-20.777476489412827
4,chart_and_stuffed_toy,2,0.5,tucker_polycal_p4,4,1e-06,0.5941659999953117,551.3902151000002,0.026964658871293068,0.027182823047041893,14.662679719846615,14.088638412035497,-20.779004963701816
5,clay,0,0.5,tucker_polycal_p2,2,1e-06,0.44007340000825934,524.2754580000183,0.010799200274050236,0.01084873452782631,28.03239444029232,24.82226843170116,-23.52530287264441
5,clay,0,0.5,tucker_polycal_p3,3,1e-06,0.4804876999987755,524.3158723000088,0.010761255398392677,0.01081018429249525,27.848305795531505,24.61515869590487,-23.55587591133485
5,clay,0,0.5,tucker_polycal_p4,4,1e-06,0.5703669000067748,524.4057515000168,0.010720357298851013,0.010768302716314793,27.69423312130788,24.447911596720743,-23.588949332218828
5,clay,1,0.5,tucker_polycal_p2,2,1e-06,0.3369313000002876,490.52032589999726,0.010805417783558369,0.010872773826122284,28.040303031473528,24.885587890698588,-23.52030373290932
5,clay,1,0.5,tucker_polycal_p3,3,1e-06,0.3702728000062052,490.5536674000032,0.010766923427581787,0.010833450593054295,27.85438912502025,24.676412967308558,-23.551302783594522
5,clay,1,0.5,tucker_polycal_p4,4,1e-06,0.4658621000126004,490.6492567000096,0.010725952684879303,0.010792054235935211,27.69872936122986,24.50656175352843,-23.5844169707375
5,clay,2,0.5,tucker_polycal_p2,2,1e-06,0.30055700000957586,501.8205098000035,0.010803603567183018,0.01086459495127201,28.02740721552967,24.85270030318771,-23.52176182769059
5,clay,2,0.5,tucker_polycal_p3,3,1e-06,0.40109930001199245,501.9210521000059,0.010765702463686466,0.010825980454683304,27.845041930451963,24.647499455233948,-23.552287407486677
5,clay,2,0.5,tucker_polycal_p4,4,1e-06,0.3934873999969568,501.9134401999909,0.010724462568759918,0.01078413613140583,27.690844058880494,24.479637491043214,-23.585623845118448
6,cloth,0,0.5,tucker_polycal_p2,2,1e-06,0.4716711000073701,514.598269900016,0.054658226668834686,0.05496307834982872,8.771545292713842,8.680441818676698,-12.409582792943471
6,cloth,0,0.5,tucker_polycal_p3,3,1e-06,0.41700019998825155,514.5435989999969,0.054386794567108154,0.05469170957803726,8.59186093263802,8.474024663547556,-12.452824420965234
6,cloth,0,0.5,tucker_polycal_p4,4,1e-06,0.48185660000308417,514.6084554000117,0.054167646914720535,0.05447373539209366,8.495731277040687,8.35505071562875,-12.487894521530043
6,cloth,1,0.5,tucker_polycal_p2,2,1e-06,0.38560350000625476,497.8117143000127,0.05465263873338699,0.054915908724069595,8.74818099455489,8.65434480756638,-12.410471320923428
6,cloth,1,0.5,tucker_polycal_p3,3,1e-06,0.41096009998000227,497.83707089998643,0.05437932536005974,0.05464254319667816,8.567279485115948,8.446847112710879,-12.454017606024665
6,cloth,1,0.5,tucker_polycal_p4,4,1e-06,0.4353803999838419,497.86149119999027,0.05416629835963249,0.05443139746785164,8.471467345407,8.327587971979838,-12.488110564263323
6,cloth,2,0.5,tucker_polycal_p2,2,1e-06,0.3047538000100758,511.41085840000596,0.05466018617153168,0.05497130751609802,8.753960220295706,8.662422442141612,-12.409271442547482
6,cloth,2,0.5,tucker_polycal_p3,3,1e-06,0.33022999999229796,511.4363345999882,0.05438460037112236,0.05469498410820961,8.571220442888068,8.452375965811681,-12.453174771226047
6,cloth,2,0.5,tucker_polycal_p4,4,1e-06,0.5055391999776475,511.61164379997354,0.054166462272405624,0.05447561293840408,8.476256211701052,8.33333195575377,-12.488084454942426
7,egyptian_statue,0,0.5,tucker_polycal_p2,2,1e-06,0.3798650999960955,493.897541000013,0.00824018009006977,0.008358178660273552,16.787412548813,16.306728428657742,-21.708781748448807
7,egyptian_statue,0,0.5,tucker_polycal_p3,3,1e-06,0.39663390000350773,493.9143098000204,0.00823802500963211,0.008356764912605286,16.638373339885035,16.1030368739662,-21.711054009036452
7,egyptian_statue,0,0.5,tucker_polycal_p4,4,1e-06,0.49307060000137426,494.0107465000183,0.008233138360083103,0.008350765332579613,16.501177902161402,15.910386431618335,-21.716207050572987
