scene_id,scene_name,mask_seed,missing_rate,method_name,degree,lambda_reg,observed_count,x_min,x_max,x_mean,design_cond_raw,design_cond_scaled,polycal_fit_time_sec,a_0,a_1,a_2,a_3,a_4
7,egyptian_statue,0,0.5,tucker_polycal_p2,2,1e-06,4063329,-0.05680235102772713,1.025439739227295,0.042168410616920775,72.98451000652024,5.727296190269907,0.19896379997953773,0.00013951024988703722,0.994076793749575,0.014614430168075896,,
7,egyptian_statue,0,0.5,tucker_polycal_p3,3,1e-06,4063329,-0.05680235102772713,1.025439739227295,0.042168410616920775,500.7082038751834,25.58537020186936,0.21867850003764033,0.00022682691208847028,0.9848417416687433,0.07733867820888571,-0.08830552256466793,
7,egyptian_statue,0,0.5,tucker_polycal_p4,4,1e-06,4063329,-0.05680235102772713,1.025439739227295,0.042168410616920775,2467.6087450290484,91.8776855882859,0.2867644999641925,0.00031643724396183476,0.971605715224726,0.22306790162922552,-0.5252783286725664,0.38480320849613603
8,face,0,0.5,tucker_polycal_p2,2,1e-06,4063329,-0.06506259739398956,0.944634199142456,0.08289067685479319,51.20036608291206,6.729858018440117,0.19363099988549948,9.902368962901671e-05,0.9977430991807111,0.004959787311742844,,
8,face,0,0.5,tucker_polycal_p3,3,1e-06,4063329,-0.06506259739398956,0.944634199142456,0.08289067685479319,343.2719425376129,30.80657752108226,0.21399780013598502,0.0004853393001868215,0.9763713090748153,0.12201841052635881,-0.1443590450832187,
8,face,0,0.5,tucker_polycal_p4,4,1e-06,4063329,-0.06506259739398956,0.944634199142456,0.08289067685479319,2033.078585191958,132.42959666032175,0.25669649988412857,0.0008151203080375088,0.9517316495799102,0.3473075802039884,-0.760530804508357,0.5072390296943214
9,fake_and_real_beers,0,0.5,tucker_polycal_p2,2,1e-06,4063329,-0.017126647755503654,1.174461007118225,0.30399077938947944,32.6593140889746,12.962434312700774,0.20879170019179583,0.00022137097150411823,0.9983208748906027,0.0025424133052961376,,
9,fake_and_real_beers,0,0.5,tucker_polycal_p3,3,1e-06,4063329,-0.017126647755503654,1.174461007118225,0.30399077938947944,155.1822698097648,45.04273083071811,0.235589399933815,0.0008616771007569841,0.9901834253636738,0.026775236353965767,-0.01901786715658097,
9,fake_and_real_beers,0,0.5,tucker_polycal_p4,4,1e-06,4063329,-0.017126647755503654,1.174461007118225,0.30399077938947944,914.8921180078233,198.31704486469374,0.286508799996227,0.0007384818720616304,0.9927086672979157,0.013901621345125565,0.004050927371344265,-0.012890761266958253
10,fake_and_real_food,0,0.5,tucker_polycal_p2,2,1e-06,4063329,-0.12168709933757782,1.146369218826294,0.06973002654694681,48.13543342276142,6.205204355468533,0.22792160022072494,0.0005545981609780154,0.9828535441579428,0.035464194141176214,,
10,fake_and_real_food,0,0.5,tucker_polycal_p3,3,1e-06,4063329,-0.12168709933757782,1.146369218826294,0.06973002654694681,234.01938722693424,23.128460866547965,0.22074930020608008,0.0018456254404204564,0.9158817929382023,0.3517654557413517,-0.3353948256261741,
10,fake_and_real_food,0,0.5,tucker_polycal_p4,4,1e-06,4063329,-0.12168709933757782,1.146369218826294,0.06973002654694681,1089.737255326333,86.61568797171414,0.264849100029096,0.0035595222873863403,0.7986006437228723,1.2905698351862918,-2.491164546386911,1.4453350946475176
11,fake_and_real_lemon_slices,0,0.5,tucker_polycal_p2,2,1e-06,4063329,-0.09770224243402481,1.0676487684249878,0.06788901962779882,70.41851063284898,6.157189523595541,0.2624645000323653,0.0009476278231525014,0.9674471494194083,0.08978154567239101,,
11,fake_and_real_lemon_slices,0,0.5,tucker_polycal_p3,3,1e-06,4063329,-0.09770224243402481,1.0676487684249878,0.06788901962779882,352.26158008269056,19.543990429591627,0.24341859994456172,0.001262373304200252,0.9513640961310253,0.18486976402491034,-0.1266281981782229,
11,fake_and_real_lemon_slices,0,0.5,tucker_polycal_p4,4,1e-06,4063329,-0.09770224243402481,1.0676487684249878,0.06788901962779882,1751.7338475628276,68.89545892004912,0.2700592998880893,0.002705461370096446,0.8553535329568087,1.0587673307899683,-2.4250045435718794,1.7271400634752498
12,fake_and_real_lemons,0,0.5,tucker_polycal_p2,2,1e-06,4063329,-0.0399019829928875,1.1061732769012451,0.08153289602900508,57.16649182382886,7.533621228892502,0.19682290009222925,9.676412267858517e-05,0.9972553410992281,0.00609612690924074,,
12,fake_and_real_lemons,0,0.5,tucker_polycal_p3,3,1e-06,4063329,-0.0399019829928875,1.1061732769012451,0.08153289602900508,345.80456731843265,31.108070830299205,0.24783390015363693,0.0003302194955211817,0.9854899829010414,0.06961412786039044,-0.07949112925723405,
12,fake_and_real_lemons,0,0.5,tucker_polycal_p4,4,1e-06,4063329,-0.0399019829928875,1.1061732769012451,0.08153289602900508,1406.3269770514107,96.91352195793061,0.26173010002821684,0.0006539153140227729,0.9654997165591658,0.2339059615391577,-0.4851412058473468,0.30244366774934445
13,fake_and_real_peppers,0,0.5,tucker_polycal_p2,2,1e-06,4063329,-0.06363404542207718,1.157689094543457,0.0769543503220885,41.233353857434764,6.100155678692906,0.1934577999636531,0.00036549342277909336,0.9907121612637131,0.017955410355772507,,
13,fake_and_real_peppers,0,0.5,tucker_polycal_p3,3,1e-06,4063329,-0.06363404542207718,1.157689094543457,0.0769543503220885,181.53340211965303,22.299726990239797,0.21178389992564917,0.0009562057405533854,0.9620412423431174,0.13294455692769402,-0.10410763536861917,
13,fake_and_real_peppers,0,0.5,tucker_polycal_p4,4,1e-06,4063329,-0.06363404542207718,1.157689094543457,0.0769543503220885,953.8329519238955,97.13043671060723,0.2584146000444889,0.0011687061897227569,0.9485385946375662,0.2295767277883104,-0.30594263335910205,0.12128182507052772
14,fake_and_real_strawberries,0,0.5,tucker_polycal_p2,2,1e-06,4063329,-0.04915107414126396,1.0929789543151855,0.07297363593662723,59.08416395158874,7.400425715163362,0.21500069997273386,0.00017424046453448408,0.9948215779856221,0.011204645858393187,,
14,fake_and_real_strawberries,0,0.5,tucker_polycal_p3,3,1e-06,4063329,-0.04915107414126396,1.0929789543151855,0.07297363593662723,488.86248439630685,40.782416061730245,0.2530523999594152,0.0006746947001963376,0.9666058115889351,0.17853726189502953,-0.2200850007022346,
14,fake_and_real_strawberries,0,0.5,tucker_polycal_p4,4,1e-06,4063329,-0.04915107414126396,1.0929789543151855,0.07297363593662723,2229.571224137913,133.6095810675693,0.28410649998113513,0.0010710080999013166,0.9381108566197572,0.46446416183898587,-1.084378502411987,0.7912104192731189
15,fake_and_real_sushi,0,0.5,tucker_polycal_p2,2,1e-06,4063329,-0.13913005590438843,1.2120436429977417,0.03714716741276189,60.488943031141126,5.305762792373244,0.19453039998188615,0.00023066568117790723,0.9915182938850369,0.01573879015507066,,
15,fake_and_real_sushi,0,0.5,tucker_polycal_p3,3,1e-06,4063329,-0.13913005590438843,1.2120436429977417,0.03714716741276189,259.2423802070883,19.40056917003046,0.251800199970603,0.001006594401931606,0.9483789044598713,0.20033602565456995,-0.16906911659959944,
15,fake_and_real_sushi,0,0.5,tucker_polycal_p4,4,1e-06,4063329,-0.13913005590438843,1.2120436429977417,0.03714716741276189,1210.5131458421658,81.05967111420442,0.26440179999917746,0.0010874408770321239,0.9429908072304181,0.2426280904911435,-0.25862404166873315,0.05361009398652644
1,balloons,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.0720696970820427,1.1025608777999878,0.14507145012688702,26.810830076506075,6.373452154791849,0.11699340003542602,0.00029103560309038436,0.9965926575005447,0.005482718809541867,,
1,balloons,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.0720696970820427,1.1025608777999878,0.14507145012688702,134.87929753545245,25.822557780342688,0.12934159999713302,0.0015861515013490136,0.9669196682108041,0.1141680303202079,-0.08886511080317405,
1,balloons,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.0720696970820427,1.1025608777999878,0.14507145012688702,721.4355661062826,124.53530832771693,0.1551864999346435,0.002126975428628868,0.948222705439232,0.23645542391643595,-0.33464082471493994,0.144092596057738
2,beads,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.2687070369720459,1.3475552797317505,0.1284285513495748,27.98549352670635,5.930718455516923,0.1146615999750793,0.008164264123513546,0.8641585593103114,0.24044722173771244,,
2,beads,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.2687070369720459,1.3475552797317505,0.1284285513495748,117.07403298392404,19.62410625164747,0.12700459989719093,0.01714867230187929,0.5556843458957498,1.562459313998456,-1.2137618124212977,
2,beads,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.2687070369720459,1.3475552797317505,0.1284285513495748,474.82998500907223,70.33808098419317,0.15717279980890453,0.018915985930523502,0.3942922436264961,2.8521166722932723,-3.9654995675318823,1.6549487333877524
3,cd,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.17778699100017548,1.2179025411605835,0.07308315819219861,34.062940353093154,5.035373631710794,0.11964170006103814,0.0024533172891442203,0.944460461712328,0.09215298789575638,,
3,cd,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.17778699100017548,1.2179025411605835,0.07308315819219861,175.06444807751595,22.434604826308103,0.1266934999730438,0.005570872704267439,0.8434328275915574,0.49915802643052465,-0.33089144802202924,
3,cd,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.17778699100017548,1.2179025411605835,0.07308315819219861,809.6640965844933,103.25025574765873,0.15645359992049634,-0.0001753728764812324,1.0870805235485734,-1.2371948291315582,3.1970910353260864,-2.033764360039025
4,chart_and_stuffed_toy,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.1223205178976059,1.110154628753662,0.15816677676313048,22.539313818119393,8.411840915089854,0.11528169992379844,0.0003659068323587704,0.9957182281634425,0.005325096050107658,,
4,chart_and_stuffed_toy,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.1223205178976059,1.110154628753662,0.15816677676313048,118.10962371041542,42.96766163940006,0.13002759986557066,0.0020459661395294077,0.930697519425332,0.22251029953920115,-0.16745412997518724,
4,chart_and_stuffed_toy,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.1223205178976059,1.110154628753662,0.15816677676313048,617.5381429397763,221.08673739184871,0.15693819988518953,0.002483002835546482,0.9061196423092092,0.3771765780209692,-0.4531182022914127,0.1587239620444267
5,clay,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.04405742138624191,1.101980209350586,0.0708688100114556,46.29770068075035,7.332845618089219,0.14480020012706518,0.0003945522575939952,0.9894281373421072,0.019480157212231494,,
5,clay,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.04405742138624191,1.101980209350586,0.0708688100114556,242.281664313633,31.30976297089751,0.14041859982535243,0.0008490595337046197,0.9566998361143271,0.16109649333125275,-0.14201971970483238,
5,clay,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.04405742138624191,1.101980209350586,0.0708688100114556,1182.3099849454798,124.17992021245651,0.1624261001124978,0.0013737020635967328,0.9081364922060159,0.5344643727622898,-0.9781705808751686,0.5592039746310528
6,cloth,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.10962209105491638,0.8711159229278564,0.17600404215069929,49.01482771744376,10.045942851272525,0.13470040005631745,0.0030028522353958134,0.959329546862636,0.08492155034216636,,
6,cloth,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.10962209105491638,0.8711159229278564,0.17600404215069929,287.80886164288484,36.02197806497584,0.13828129996545613,0.011425095141528575,0.7555721636490769,1.0588246138722852,-1.17517236590691,
6,cloth,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.10962209105491638,0.8711159229278564,0.17600404215069929,1725.5049561837945,141.4155350285115,0.15905390004627407,0.018144435490809217,0.48255113939350985,3.306349336054883,-7.172230180703806,4.912846943183291
7,egyptian_statue,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.059377603232860565,1.0011343955993652,0.042191939908795974,72.99253972487415,5.7332876901745005,0.1413567999843508,0.0001532785263590632,0.9936213350193744,0.01591173136767495,,
7,egyptian_statue,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.059377603232860565,1.0011343955993652,0.042191939908795974,502.3314227745655,25.683541159638487,0.13895420008338988,0.00024345785681020052,0.984067117767443,0.08083521974837023,-0.0914492626514976,
7,egyptian_statue,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.059377603232860565,1.0011343955993652,0.042191939908795974,2536.5778747286627,94.13739479094849,0.16285500000230968,0.00035151187734107337,0.9680012365033663,0.2587283016259588,-0.6277985006956515,0.4748105468179576
8,face,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.06318075954914093,0.9151880145072937,0.08277801768085727,51.301735045348856,6.731790750641454,0.11471759993582964,0.00010053966033970611,0.9977333416194111,0.005105280162244962,,
8,face,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.06318075954914093,0.9151880145072937,0.08277801768085727,345.50081149732415,30.9228962087052,0.1513059998396784,0.000494710997124167,0.9758996569599899,0.1248942329451292,-0.1479423084458404,
8,face,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.06318075954914093,0.9151880145072937,0.08277801768085727,2066.9482246539956,134.0060096906232,0.15503000002354383,0.0008264876719798646,0.9510560238567096,0.35290687121451597,-0.7739549900179128,0.5172804187676658
9,fake_and_real_beers,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.03965817019343376,1.1411491632461548,0.3039434383039018,32.818750768910085,13.006756655667804,0.12446690001524985,0.00051185987051373,0.9963459376544016,0.005405488139238719,,
9,fake_and_real_beers,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.03965817019343376,1.1411491632461548,0.3039434383039018,156.13206965823323,45.219854971179835,0.14304870017804205,0.0009405686163009445,0.990887989231922,0.021691908543406423,-0.01282052329437291,
9,fake_and_real_beers,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.03965817019343376,1.1411491632461548,0.3039434383039018,924.2343162065055,199.5427943547154,0.16338600008748472,0.0008524752132346796,0.9926970673847824,0.012449421781002614,0.003781210380402863,-0.009303383087335568
10,fake_and_real_food,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.14437176287174225,1.135800838470459,0.06969175071675775,48.17785459674028,6.210391918097198,0.12095270003192127,0.000559583113889332,0.9826236451781105,0.03608774142631891,,
10,fake_and_real_food,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.14437176287174225,1.135800838470459,0.06969175071675775,236.31013662405653,23.32623236617749,0.13729099999181926,0.0018569066715908578,0.9151512127274138,0.35546731112932944,-0.3393385151870944,
10,fake_and_real_food,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.14437176287174225,1.135800838470459,0.06969175071675775,1111.4903656668391,88.04613708281019,0.1619520999956876,0.0036091489510519706,0.7947302419973654,1.3250878666407917,-2.5797153815221985,1.5125443992349117
11,fake_and_real_lemon_slices,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.1302514672279358,1.0590589046478271,0.06786099120194228,69.86958475501457,6.122765163023798,0.15016870014369488,0.0009132724892035974,0.9685605343849865,0.08676984543034934,,
11,fake_and_real_lemon_slices,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.1302514672279358,1.0590589046478271,0.06786099120194228,342.25625546831236,19.175580229173686,0.12862679990939796,0.0012089629593292847,0.9535569958361415,0.17467469634170152,-0.11587454364043227,
11,fake_and_real_lemon_slices,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.1302514672279358,1.0590589046478271,0.06786099120194228,1714.8327993493033,68.28391060531253,0.18478040001355112,0.002638001649850974,0.8588752613396928,1.0313694277486751,-2.3504302939668458,1.6592297266005527
12,fake_and_real_lemons,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.04149502143263817,1.104665756225586,0.08147467871296571,57.26207810489376,7.536306765129765,0.11864140001125634,9.378368751754156e-05,0.9972809130675212,0.006189091066002735,,
12,fake_and_real_lemons,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.04149502143263817,1.104665756225586,0.08147467871296571,350.65576100665095,31.45189897707137,0.12811320018954575,0.00030860384442321756,0.9864351467927112,0.06487273828297475,-0.07357705671603484,
12,fake_and_real_lemons,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.04149502143263817,1.104665756225586,0.08147467871296571,1436.0092817563634,98.24078589998064,0.15778910019434988,0.0006485432799775832,0.9653686177426365,0.23927785243673005,-0.5080322535135063,0.3273389395632889
13,fake_and_real_peppers,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.09168867021799088,1.1454578638076782,0.07687701183667885,41.16808866132279,6.092356000035608,0.1336199000943452,0.0003615153676414746,0.9907169207323375,0.01814129827585234,,
13,fake_and_real_peppers,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.09168867021799088,1.1454578638076782,0.07687701183667885,181.63409105365884,22.324694391068928,0.12845709989778697,0.0009472461328982422,0.9622708846713559,0.13224154951439007,-0.10327527412778154,
13,fake_and_real_peppers,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.09168867021799088,1.1454578638076782,0.07687701183667885,957.7407466568466,97.63073077009446,0.155015500029549,0.0012202903680643565,0.9448952876500957,0.25677871821011566,-0.36369504118789897,0.15667044813758155
14,fake_and_real_strawberries,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.05262148007750511,1.0603824853897095,0.07295252573254725,59.10076294597658,7.399818061725644,0.12446449999697506,0.00017595885072243554,0.9948125191241045,0.011342193775793919,,
14,fake_and_real_strawberries,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.05262148007750511,1.0603824853897095,0.07295252573254725,488.2612068250376,40.717346949800636,0.1406477999407798,0.0006692157036760348,0.9669873019664307,0.17634567720040017,-0.21702835869457401,
14,fake_and_real_strawberries,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.05262148007750511,1.0603824853897095,0.07295252573254725,2220.59427228964,133.1011496971854,0.17170009994879365,0.0010714321696565715,0.9380661755574361,0.4662064279132723,-1.0921398850023825,0.8002821004235642
15,fake_and_real_sushi,0,0.7,tucker_polycal_p2,2,1e-06,2439697,-0.1133829653263092,1.1740354299545288,0.03712649591868928,60.367610772335,5.305106974094667,0.1271384998690337,0.0002439582735316886,0.9904784410344015,0.017952028479651407,,
15,fake_and_real_sushi,0,0.7,tucker_polycal_p3,3,1e-06,2439697,-0.1133829653263092,1.1740354299545288,0.03712649591868928,260.06587790750086,19.510841744591207,0.1310336000751704,0.000984469511449781,0.9493211892644867,0.19410831512277044,-0.16127609075947757,
15,fake_and_real_sushi,0,0.7,tucker_polycal_p4,4,1e-06,2439697,-0.1133829653263092,1.1740354299545288,0.03712649591868928,1219.3127128388976,81.91548140081996,0.15465839998796582,0.0010962475718175148,0.9418693376637731,0.2527558075396023,-0.2857590498755419,0.0747211581333713
